section,Canonical,family_id,compound_score,base_max_score,set_chain_depth,draw_chain_depth,funnel_precol1,vt_only_lane,hot1_count,hot2_count,col1_hits,consensus_hits,hidden3v_hits,vtrac_straight_hits,double_mirror_hits,rows_covered,examples,compound_why
Combined,266,17.0,92.0,36.5,2,7,0,False,7,11,7,0,0,12,32,32,boxed|cov4|hp_repeat7|vstr2|hot2|dom_last|perm2|hidden3v|double_mirror|set_chain2|draw_chain7;boxed|cov3|hp_repeat7|vstr2|hot2|perm2|hidden3v|double_mirror|set_chain2|draw_chain7,set_chain2|draw_chain7|col1x7|hot1x7|hot2x11|vstrx12|dblmirrorx32
Combined,667,17.0,88.0,33.5,2,7,0,False,10,8,5,0,0,16,32,32,boxed|cov4|hp_repeat6|vstr2|vstr3|hot2|perm2|hidden3v|double_mirror|set_chain2|draw_chain7;boxed|cov4|hp_repeat7|vstr2|vstr3|hot1|dom_last|perm2|hidden3v|double_mirror|set_chain2,set_chain2|draw_chain7|col1x5|hot1x10|hot2x8|vstrx16|dblmirrorx32
Combined,166,16.0,61.0,25.0,1,6,0,False,1,8,6,0,0,9,11,11,boxed|cov4|hp_repeat2|vstr2|mirror|hot2|perm2|double_mirror|draw_chain6;boxed|cov3|hp_repeat2|vstr2|mirror|hot2|perm2|double_mirror|draw_chain6,draw_chain6|col1x6|hot1x1|hot2x8|vstrx9|dblmirrorx11
Combined,066,6.0,61.0,23.5,2,5,0,False,2,6,5,0,0,12,16,16,straight|cov1|hp_repeat5|hot2|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain5;straight|cov1|hp_repeat4|hot2|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain5,set_chain2|draw_chain5|col1x5|hot1x2|hot2x6|vstrx12|dblmirrorx16
Combined,366,18.0,58.0,27.5,1,5,0,False,2,6,5,0,0,3,15,15,boxed|cov3|hp_repeat4|vstr2|hot2|dom_last|perm2|hidden3v|double_mirror|draw_chain5;boxed|cov3|hp_repeat5|vstr2|hot2|perm2|hidden3v|double_mirror|draw_chain5,draw_chain5|col1x5|hot1x2|hot2x6|vstrx3|dblmirrorx15
Combined,001,2.0,52.5,25.5,2,4,0,False,1,4,4,0,0,9,11,11,straight|cov2|hp_repeat4|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain4;straight|cov2|hp_repeat3|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain4,set_chain2|draw_chain4|col1x4|hot1x1|hot2x4|vstrx9|dblmirrorx11
Combined,007,3.0,52.5,25.5,2,4,0,False,1,4,4,0,0,9,11,11,straight|cov2|hp_repeat4|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain4;straight|cov2|hp_repeat3|vstr2|hot2|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain4,set_chain2|draw_chain4|col1x4|hot1x1|hot2x4|vstrx9|dblmirrorx11
Combined,668,18.0,51.0,26.5,2,5,0,False,8,1,0,0,0,0,21,21,boxed|cov4|hp_repeat5|vstr2|hot2|perm2|hidden3v|double_mirror|set_chain2|draw_chain5;boxed|cov4|hp_repeat5|vstr2|hot1|perm2|hidden3v|double_mirror|set_chain2|draw_chain5,set_chain2|draw_chain5|hot1x8|hot2x1|dblmirrorx21
Combined,2366,21.0,49.0,21.5,1,5,0,False,2,6,5,0,0,12,0,15,straight|cov1|hp_repeat5|hot2|hidden3v|vtrac_straight|draw_chain5;straight|cov1|hp_repeat4|hot2|hidden3v|vtrac_straight|draw_chain5,draw_chain5|col1x5|hot1x2|hot2x6|vstrx12
Combined,006,2.0,48.5,21.5,2,4,0,False,1,4,4,0,0,9,11,11,straight|cov1|hp_repeat4|hot2|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain4;straight|cov1|hp_repeat3|hot2|hidden3v|double_mirror|vtrac_straight|set_chain2|draw_chain4,set_chain2|draw_chain4|col1x4|hot1x1|hot2x4|vstrx9|dblmirrorx11
Combined,678,21.0,47.5,29.5,3,2,0,False,9,1,1,0,0,2,0,13,boxed|cov4|hp_repeat7|vstr2|hot1|dom_last|perm3|hidden3v|set_chain3;boxed|cov4|hp_repeat7|vstr2|hot1|perm3|hidden3v|set_chain3,set_chain3|draw_chain2|col1x1|hot1x9|hot2x1|vstrx2
