section,Canonical,family_id,compound_score,base_max_score,set_chain_depth,draw_chain_depth,funnel_precol1,vt_only_lane,hot1_count,hot2_count,col1_hits,consensus_hits,hidden3v_hits,vtrac_straight_hits,double_mirror_hits,rows_covered,examples,compound_why
Combined,009,5.0,96.0,38.5,3,7,0,False,9,11,9,1,0,2,31,31,boxed|cov4|hp_repeat7|vstr2|hot2|dom_last|perm2|hidden3v|double_mirror|set_chain3|draw_chain7;straight|cov4|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v|hidden3v|double_mirror|vtrac_straight|set_chain3,set_chain3|draw_chain7|col1x9|hot1x9|hot2x11|consensusx1|vstrx2|dblmirrorx31
Combined,599,15.0,70.0,31.5,1,6,0,False,4,6,4,0,0,12,19,19,straight|cov3|hp_repeat4|vstr2|vstr3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain6;straight|cov3|hp_repeat3|vstr2|vstr3|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain6,draw_chain6|col1x4|hot1x4|hot2x6|vstrx12|dblmirrorx19
Combined,005,1.0,70.0,23.0,1,7,0,False,6,8,4,0,0,15,25,25,straight|cov1|hp_repeat6|mirror|hot2|double_mirror|vtrac_straight|draw_chain7;straight|cov1|hp_repeat6|mirror|hot2|double_mirror|vtrac_straight|draw_chain7,draw_chain7|col1x4|hot1x6|hot2x8|vstrx15|dblmirrorx25
Combined,099,15.0,68.0,28.5,1,6,0,False,4,8,6,0,0,1,21,21,boxed|cov4|hp_repeat6|vstr2|hot2|perm2|hidden3v|double_mirror|draw_chain6;boxed|cov3|hp_repeat5|vstr2|hot2|perm2|hidden3v|double_mirror|draw_chain6,draw_chain6|col1x6|hot1x4|hot2x8|vstrx1|dblmirrorx21
Combined,059,5.0,63.0,30.5,2,7,1,False,6,6,4,0,0,8,0,20,boxed|cov4|hp_repeat6|vstr2|mirror|hot2|perm3|hidden3v|set_chain2|draw_chain7;boxed|cov4|hp_repeat6|vstr2|mirror|hot2|perm3|hidden3v|set_chain2|draw_chain7,set_chain2|draw_chain7|col1x4|hot1x6|hot2x6|vstrx8
Combined,004,5.0,63.0,22.5,1,7,0,False,5,6,5,0,0,10,22,22,boxed|cov2|hp_repeat5|hot2|perm2|hidden3v|double_mirror|draw_chain7;straight|cov1|hp_repeat4|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain7,draw_chain7|col1x5|hot1x5|hot2x6|vstrx10|dblmirrorx22
Combined,0099,5.0,61.0,31.5,1,6,0,False,4,8,6,0,0,1,0,21,boxed|cov4|hp_repeat6|vstr2|hot2|dom_last|perm2|hidden3v|draw_chain6;boxed|cov3|hp_repeat5|vstr2|hot2|perm2|hidden3v|draw_chain6,draw_chain6|col1x6|hot1x4|hot2x8|vstrx1
Combined,0059,5.0,60.0,29.5,1,7,1,False,6,6,4,0,0,8,0,19,boxed|cov4|hp_repeat6|vstr2|mirror|hot2|perm3|hidden3v|draw_chain7;boxed|cov4|hp_repeat6|vstr2|mirror|hot2|perm3|hidden3v|draw_chain7,draw_chain7|col1x4|hot1x6|hot2x6|vstrx8
Combined,00599,5.0,54.0,28.5,1,6,0,False,4,6,4,0,0,5,0,19,boxed|cov4|hp_repeat5|vstr2|mirror|hot2|perm3|hidden3v|draw_chain6;boxed|cov3|hp_repeat5|vstr2|mirror|hot1|perm2|hidden3v|draw_chain6,draw_chain6|col1x4|hot1x4|hot2x6|vstrx5
Combined,0599,5.0,53.0,27.5,1,6,0,False,4,6,4,0,0,5,0,19,boxed|cov4|hp_repeat5|vstr2|mirror|hot2|perm3|hidden3v|draw_chain6;boxed|cov3|hp_repeat5|vstr2|mirror|hot1|perm2|hidden3v|draw_chain6,draw_chain6|col1x4|hot1x4|hot2x6|vstrx5
