section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,hp_span,orders_modal_value,orders_modal_rows,why
Evening,Set1,Draw1,1,0033,straight,34.5,"R2,R4,R6,R8",False,True,True,False,True,False,False,True,False,2,1.0,0.0,5.0,0033,4.0,straight|cov4|span5|vstr2|vstr3|cons_full|hot2|dom_last
Combined,Set1,Draw1,1,0033,straight,34.5,"R2,R4,R6,R8",False,True,True,False,True,False,False,True,False,2,1.0,0.0,5.0,0033,4.0,straight|cov4|span5|vstr2|vstr3|cons_full|hot2|dom_last
Evening,Set2,Draw1,1,0033,straight,31.5,"R2,R4,R6,R8",False,True,True,False,True,False,False,True,False,1,1.0,0.0,4.0,0033,4.0,straight|cov4|span4|vstr2|vstr3|cons_full|hot1|dom_last
Combined,Set2,Draw1,1,0033,straight,31.5,"R2,R4,R6,R8",False,True,True,False,True,False,False,True,False,1,1.0,0.0,4.0,0033,4.0,straight|cov4|span4|vstr2|vstr3|cons_full|hot1|dom_last
Evening,Set3,Draw1,1,0033,straight,30.5,"R2,R4,R6,R8",False,True,True,False,True,False,False,True,False,1,1.0,0.0,3.0,0033,4.0,straight|cov4|span3|vstr2|vstr3|cons_full|hot1|dom_last
Combined,Set3,Draw1,1,0033,straight,30.5,"R2,R4,R6,R8",False,True,True,False,True,False,False,True,False,1,1.0,0.0,3.0,0033,4.0,straight|cov4|span3|vstr2|vstr3|cons_full|hot1|dom_last
Combined,Set1,Draw1,1,001,straight,30.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,2,1.0,0.0,1.0,001,4.0,straight|cov4|vstr2|vstr3|cons_full|hot2|dom_last|cons_3v
Evening,Set1,Draw1,1,003,straight,30.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,False,False,2,1.0,0.0,5.0,003,4.0,straight|cov4|span5|vstr2|vstr3|cons_full|hot2|cons_3v
Evening,Set1,Draw1,1,033,straight,30.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,False,False,2,1.0,0.0,5.0,033,4.0,straight|cov4|span5|vstr2|vstr3|cons_full|hot2|cons_3v
Combined,Set1,Draw1,1,003,straight,30.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,False,False,2,1.0,0.0,5.0,003,4.0,straight|cov4|span5|vstr2|vstr3|cons_full|hot2|cons_3v
Combined,Set1,Draw1,1,033,straight,30.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,False,False,2,1.0,0.0,5.0,033,4.0,straight|cov4|span5|vstr2|vstr3|cons_full|hot2|cons_3v
Combined,Set3,Draw1,1,001,straight,28.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,1,1.0,0.0,1.0,001,4.0,straight|cov4|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v
Combined,Set2,Draw1,1,001,straight,28.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,1,1.0,0.0,1.0,001,4.0,straight|cov4|vstr2|vstr3|cons_full|hot1|dom_last|cons_3v
Evening,Set1,Draw1,3,003,straight,28.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,False,False,2,1.0,0.0,5.0,003,4.0,straight|cov4|span5|vstr2|vstr3|cons_full|hot2|cons_3v
Evening,Set1,Draw1,3,033,straight,28.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,False,False,2,1.0,0.0,5.0,033,4.0,straight|cov4|span5|vstr2|vstr3|cons_full|hot2|cons_3v
Evening,Set1,Draw1,2,003,straight,28.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,False,False,2,1.0,0.0,5.0,003,4.0,straight|cov4|span5|vstr2|vstr3|cons_full|hot2|cons_3v
Evening,Set1,Draw1,2,033,straight,28.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,False,False,2,1.0,0.0,5.0,033,4.0,straight|cov4|span5|vstr2|vstr3|cons_full|hot2|cons_3v
Combined,Set1,Draw1,3,003,straight,28.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,False,False,2,1.0,0.0,5.0,003,4.0,straight|cov4|span5|vstr2|vstr3|cons_full|hot2|cons_3v
Combined,Set1,Draw1,3,033,straight,28.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,False,False,2,1.0,0.0,5.0,033,4.0,straight|cov4|span5|vstr2|vstr3|cons_full|hot2|cons_3v
Combined,Set1,Draw1,2,003,straight,28.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,False,False,2,1.0,0.0,5.0,003,4.0,straight|cov4|span5|vstr2|vstr3|cons_full|hot2|cons_3v
Combined,Set1,Draw1,2,033,straight,28.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,False,False,2,1.0,0.0,5.0,033,4.0,straight|cov4|span5|vstr2|vstr3|cons_full|hot2|cons_3v
Evening,Set2,Draw1,2,0033,straight,27.0,"R2,R4,R6,R8",False,True,True,False,True,False,False,False,False,1,1.0,0.0,4.0,0033,4.0,straight|cov4|span4|vstr2|vstr3|cons_full|hot1
Evening,Set2,Draw1,1,003,straight,27.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,False,False,1,1.0,0.0,4.0,003,4.0,straight|cov4|span4|vstr2|vstr3|cons_full|hot1|cons_3v
