section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,hp_span,orders_modal_value,orders_modal_rows,why
Combined,Set1,Draw2,1,024,straight,31.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,2,1.0,0.0,3.0,024,4.0,straight|cov4|span3|vstr2|vstr3|cons_full|hot2|dom_last|cons_3v
Combined,Set2,Draw1,1,244,straight,30.0,"R2,R4,R6,R8",False,True,True,False,True,True,False,False,False,1,1.0,0.0,7.0,244,4.0,straight|cov4|span7|vstr2|vstr3|cons_full|hot1|cons_3v
Combined,Set1,Draw1,1,024,straight,29.5,"R2,R4,R6,R8",False,True,True,False,True,True,False,True,False,2,1.0,0.0,1.0,024,4.0,straight|cov4|vstr2|vstr3|cons_full|hot2|dom_last|cons_3v
Combined,Set1,Draw4,1,088,boxed,28.0,"R2,R4,R6,R8",False,True,True,False,False,False,False,True,False,2,2.0,0.0,4.0,088,3.0,boxed|cov4|span4|vstr2|vstr3|hot2|dom_last|perm2
Combined,Set1,Draw1,1,0244,boxed,28.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,2,3.0,0.0,7.0,0244,2.0,boxed|cov4|span7|vstr2|hot2|dom_last|perm3
Combined,Set1,Draw2,1,11388,boxed,28.0,"R2,R4,R6,R8",True,False,False,False,False,False,False,True,False,2,4.0,0.0,6.0,11388,1.0,boxed|cov4|span6|mirror|hot2|dom_last|perm4
Combined,Set1,Draw2,1,0244,boxed,27.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,2,3.0,0.0,6.0,0244,2.0,boxed|cov4|span6|vstr2|hot2|dom_last|perm3
Combined,Set1,Draw5,1,002449,boxed,27.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,True,False,2,3.0,0.0,3.0,009244,2.0,boxed|cov4|span3|vstr2|mirror|hot2|dom_last|perm3
Combined,Set1,Draw1,1,118,boxed,27.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,2,2.0,0.0,7.0,118,2.0,boxed|cov4|span7|vstr2|hot2|dom_last|perm2
Combined,Set1,Draw1,1,244,straight,26.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,2,1.0,0.0,7.0,244,3.0,straight|cov3|span7|vstr2|vstr3|hot2
