section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,hp_span,orders_modal_value,orders_modal_rows,why,family_id,is_exact_straight
Combined,Set1,Draw2,1,00227,boxed,25.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,True,False,2,2.0,0.0,3.0,22007,2.0,boxed|cov4|span3|vstr2|mirror|hot2|dom_last|perm2,10.0,False
Evening,Set1,Draw2,1,00227,boxed,25.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,True,False,2,2.0,0.0,3.0,22007,2.0,boxed|cov4|span3|vstr2|mirror|hot2|dom_last|perm2,10.0,False
Evening,Set1,Draw3,1,00227,boxed,23.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,True,False,2,2.0,0.0,1.0,22007,2.0,boxed|cov4|vstr2|mirror|hot2|dom_last|perm2,10.0,False
Combined,Set1,Draw3,1,00227,boxed,23.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,True,False,2,2.0,0.0,1.0,22007,2.0,boxed|cov4|vstr2|mirror|hot2|dom_last|perm2,10.0,False
Combined,Set1,Draw1,1,022,boxed,21.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,2,2.0,0.0,5.0,220,2.0,boxed|cov4|span5|vstr2|hot2|perm2,10.0,False
Combined,Set1,Draw2,1,022,boxed,21.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,2,2.0,0.0,5.0,220,2.0,boxed|cov4|span5|vstr2|hot2|perm2,10.0,False
Evening,Set1,Draw1,1,022,boxed,21.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,2,2.0,0.0,5.0,220,2.0,boxed|cov4|span5|vstr2|hot2|perm2,10.0,False
Evening,Set1,Draw2,1,022,boxed,21.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,2,2.0,0.0,5.0,220,2.0,boxed|cov4|span5|vstr2|hot2|perm2,10.0,False
Combined,Set1,Draw2,2,00227,boxed,20.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,False,False,2,2.0,0.0,3.0,22007,2.0,boxed|cov4|span3|vstr2|mirror|hot2|perm2,10.0,False
Combined,Set1,Draw3,1,022,boxed,20.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,2,2.0,0.0,4.0,220,2.0,boxed|cov4|span4|vstr2|hot2|perm2,10.0,False
Evening,Set1,Draw2,2,00227,boxed,20.0,"R2,R4,R6,R8",True,True,False,False,False,False,False,False,False,2,2.0,0.0,3.0,22007,2.0,boxed|cov4|span3|vstr2|mirror|hot2|perm2,10.0,False
Evening,Set1,Draw3,1,022,boxed,20.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,2,2.0,0.0,4.0,220,2.0,boxed|cov4|span4|vstr2|hot2|perm2,10.0,False
Combined,Set1,Draw1,2,022,boxed,19.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,2,2.0,0.0,5.0,220,2.0,boxed|cov4|span5|vstr2|hot2|perm2,10.0,False
Combined,Set1,Draw2,2,022,boxed,19.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,2,2.0,0.0,5.0,220,2.0,boxed|cov4|span5|vstr2|hot2|perm2,10.0,False
Evening,Set1,Draw1,2,022,boxed,19.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,2,2.0,0.0,5.0,220,2.0,boxed|cov4|span5|vstr2|hot2|perm2,10.0,False
Evening,Set1,Draw2,2,022,boxed,19.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,2,2.0,0.0,5.0,220,2.0,boxed|cov4|span5|vstr2|hot2|perm2,10.0,False
Evening,Set1,Draw4,1,022,boxed,18.0,"R2,R4,R6",False,True,False,False,False,False,False,False,False,2,2.0,0.0,4.0,220,2.0,boxed|cov3|span4|vstr2|hot2|perm2,10.0,False
Evening,Set2,Draw1,1,022,boxed,18.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,1,2.0,0.0,4.0,220,2.0,boxed|cov4|span4|vstr2|hot1|perm2,10.0,False
Combined,Set1,Draw4,1,022,boxed,18.0,"R2,R4,R6",False,True,False,False,False,False,False,False,False,2,2.0,0.0,4.0,220,2.0,boxed|cov3|span4|vstr2|hot2|perm2,10.0,False
Combined,Set2,Draw1,1,022,boxed,18.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,1,2.0,0.0,4.0,220,2.0,boxed|cov4|span4|vstr2|hot1|perm2,10.0,False
Evening,Set1,Draw2,3,077,boxed,17.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,1,2.0,0.0,4.0,077,2.0,boxed|cov4|span4|vstr2|hot1|perm2,10.0,False
Combined,Set1,Draw5,1,225,boxed,17.0,"R2,R4,R8",False,True,False,False,False,False,False,False,False,2,2.0,0.0,3.0,225,2.0,boxed|cov3|span3|vstr2|hot2|perm2,10.0,False
Combined,Set1,Draw2,3,077,boxed,17.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,False,False,1,2.0,0.0,4.0,077,2.0,boxed|cov4|span4|vstr2|hot1|perm2,10.0,False
Combined,Set1,Draw5,1,225,boxed,17.0,"R2,R4,R8",False,True,False,False,False,False,False,False,False,2,2.0,0.0,3.0,225,2.0,boxed|cov3|span3|vstr2|hot2|perm2,10.0,False
Combined,Set1,Draw5,1,022,straight,16.0,"R2,R4",False,True,False,False,False,False,False,False,False,2,1.0,0.0,3.0,220,2.0,straight|cov2|span3|vstr2|hot2,10.0,False
Evening,Set1,Draw5,1,022,straight,16.0,"R2,R4",False,True,False,False,False,False,False,False,False,2,1.0,0.0,3.0,220,2.0,straight|cov2|span3|vstr2|hot2,10.0,False
Combined,Set1,Draw5,2,338,boxed,15.0,"R2,R4,R8",True,True,False,False,False,False,False,False,False,2,2.0,0.0,2.0,833,2.0,boxed|cov3|span2|vstr2|mirror|hot2|perm2,0.0,False
Midday,Set1,Draw5,2,338,boxed,15.0,"R2,R4,R8",True,True,False,False,False,False,False,False,False,2,2.0,0.0,2.0,833,2.0,boxed|cov3|span2|vstr2|mirror|hot2|perm2,0.0,False
Combined,Set1,Draw5,2,225,boxed,15.0,"R2,R4,R8",False,True,False,False,False,False,False,False,False,2,2.0,0.0,3.0,225,2.0,boxed|cov3|span3|vstr2|hot2|perm2,10.0,False
Combined,Set1,Draw4,1,005,boxed,15.0,"R4,R6",True,False,False,False,False,False,False,False,False,2,2.0,0.0,4.0,500,1.0,boxed|cov2|span4|mirror|hot2|perm2,0.0,False
Combined,Set1,Draw4,1,005,boxed,15.0,"R4,R6",True,False,False,False,False,False,False,False,False,2,2.0,0.0,4.0,500,1.0,boxed|cov2|span4|mirror|hot2|perm2,0.0,False
Combined,Set1,Draw5,2,225,boxed,15.0,"R2,R4,R8",False,True,False,False,False,False,False,False,False,2,2.0,0.0,3.0,225,2.0,boxed|cov3|span3|vstr2|hot2|perm2,10.0,False
Combined,Set1,Draw4,2,022,straight,15.0,"R2,R4",False,True,False,False,False,False,False,False,False,2,1.0,0.0,4.0,220,2.0,straight|cov2|span4|vstr2|hot2,10.0,False
Combined,Set1,Draw3,2,022,straight,15.0,"R2,R4",False,True,False,False,False,False,False,False,False,2,1.0,0.0,4.0,220,2.0,straight|cov2|span4|vstr2|hot2,10.0,False
Evening,Set1,Draw4,2,022,straight,15.0,"R2,R4",False,True,False,False,False,False,False,False,False,2,1.0,0.0,4.0,220,2.0,straight|cov2|span4|vstr2|hot2,10.0,False
Evening,Set1,Draw3,2,022,straight,15.0,"R2,R4",False,True,False,False,False,False,False,False,False,2,1.0,0.0,4.0,220,2.0,straight|cov2|span4|vstr2|hot2,10.0,False
Combined,Set2,Draw1,6,3388,boxed,14.0,"R2,R4,R8",True,True,False,False,False,False,False,False,False,0,2.0,0.0,2.0,8833,2.0,boxed|cov3|span2|vstr2|mirror|perm2,0.0,False
Combined,Set2,Draw1,5,338,boxed,14.0,"R2,R4,R8",True,True,False,False,False,False,False,False,False,0,2.0,0.0,3.0,833,2.0,boxed|cov3|span3|vstr2|mirror|perm2,0.0,False
Evening,Set1,Draw2,4,077,straight,14.0,"R6,R8",False,True,False,False,False,False,False,False,False,1,1.0,0.0,4.0,770,2.0,straight|cov2|span4|vstr2|hot1,10.0,False
Evening,Set1,Draw5,2,022,straight,14.0,"R2,R4",False,True,False,False,False,False,False,False,False,2,1.0,0.0,3.0,220,2.0,straight|cov2|span3|vstr2|hot2,10.0,False
Midday,Set1,Draw5,1,005,boxed,14.0,"R4,R6",True,False,False,False,False,False,False,False,False,2,2.0,0.0,3.0,500,1.0,boxed|cov2|span3|mirror|hot2|perm2,0.0,False
Combined,Set1,Draw5,1,005,boxed,14.0,"R4,R6",True,False,False,False,False,False,False,False,False,2,2.0,0.0,3.0,500,1.0,boxed|cov2|span3|mirror|hot2|perm2,0.0,False
Combined,Set2,Draw1,5,338,boxed,14.0,"R2,R4,R8",True,True,False,False,False,False,False,False,False,0,2.0,0.0,3.0,833,2.0,boxed|cov3|span3|vstr2|mirror|perm2,0.0,False
Combined,Set1,Draw5,1,005,boxed,14.0,"R4,R6",True,False,False,False,False,False,False,False,False,2,2.0,0.0,3.0,500,1.0,boxed|cov2|span3|mirror|hot2|perm2,0.0,False
Combined,Set1,Draw6,1,225,boxed,14.0,"R2,R4,R8",False,True,False,False,False,False,False,False,False,1,2.0,0.0,2.0,225,2.0,boxed|cov3|span2|vstr2|hot1|perm2,10.0,False
Combined,Set1,Draw2,4,077,straight,14.0,"R6,R8",False,True,False,False,False,False,False,False,False,1,1.0,0.0,4.0,770,2.0,straight|cov2|span4|vstr2|hot1,10.0,False
Combined,Set2,Draw1,7,338,boxed,14.0,"R2,R4,R8",True,True,False,False,False,False,False,False,False,0,2.0,0.0,3.0,833,2.0,boxed|cov3|span3|vstr2|mirror|perm2,0.0,False
Combined,Set2,Draw1,7,3388,boxed,14.0,"R2,R4,R8",True,True,False,False,False,False,False,False,False,0,2.0,0.0,2.0,8833,2.0,boxed|cov3|span2|vstr2|mirror|perm2,0.0,False
Combined,Set2,Draw1,6,338,boxed,14.0,"R2,R4,R8",True,True,False,False,False,False,False,False,False,0,2.0,0.0,3.0,833,2.0,boxed|cov3|span3|vstr2|mirror|perm2,0.0,False
