best_pattern,boxes_involved,evidence_tags,family_id,final_prob,funnel_precol1,lockscore_prob,mode,rank,score,score_baseline,score_v2,state,steps_summary,variant,vt_only_lane
221,6,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",122,0.5444064980677338,0,1.0,combined,1,12.808571,0.9769287900522631,12.808571,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Combined,0
586,18,"exact,vtrac,family_exact,family_vtrac",568,0.7197724832074629,0,1.0,own,2,11.214643,0.9519222292083724,11.214643,NewJersey4,exact:1;vtrac:1;drop_exact:-1;drop_vtrac:-1;family_exact:1;family_vtrac:1,Midday,0
088,24,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",088,0.6403000462574495,0,1.0,own,3,10.677143,0.9577108258246346,10.677143,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Evening,0
992,6,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",299,0.5918616423862878,0,1.0,own,4,10.437143,0.9449633989331149,10.437143,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Evening,0
221,6,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",122,0.5711798826082736,0,1.0,own,5,10.427143,0.9625869800912907,10.427143,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Combined,0
558,12,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",558,0.5149955016194101,0,1.0,own,6,10.39381,0.9526017800088121,10.39381,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Midday,0
088,24,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",088,0.6169604483124169,0,1.0,combined,7,10.077143,0.9652433350320649,10.077143,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Evening,0
588,6,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",588,0.5760714244567121,0,1.0,own,8,10.060476,0.9339345979328549,10.060476,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Midday,0
908,18,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",089,0.7075124931386416,0,1.0,combined,9,9.847143,0.9610898308636139,9.847143,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Combined,0
552,24,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",255,0.5608868100331018,0,1.0,own,10,9.608571,0.963159558764973,9.608571,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Midday,0
008,18,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",008,0.5809481051484585,0,1.0,own,11,9.577143,0.943334773587905,9.577143,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Evening,0
592,42,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",259,0.7320405018416317,0,1.0,own,12,9.337143,0.9500700718647335,9.337143,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Evening,0
592,42,"exact,vtrac,drop_exact,drop_vtrac,family_exact,family_vtrac",259,0.710949502625004,0,1.0,combined,13,9.197143,0.9560229208941606,9.197143,NewJersey4,exact:1;vtrac:1;drop_exact:1;drop_vtrac:1;family_exact:1;family_vtrac:1,Evening,0
086,6,"exact,vtrac,family_exact,family_vtrac",068,0.6255875599432235,0,1.0,combined,14,9.134643,0.9362630083893655,9.134643,NewJersey4,exact:1;vtrac:1;drop_exact:-1;drop_vtrac:-1;family_exact:1;family_vtrac:1,Combined,0
