section,Canonical,family_id,compound_score,base_max_score,set_chain_depth,draw_chain_depth,funnel_precol1,vt_only_lane,hot1_count,hot2_count,col1_hits,consensus_hits,hidden3v_hits,vtrac_straight_hits,double_mirror_hits,rows_covered,examples,compound_why
Combined,447,31.0,87.0,37.5,3,7,0,False,5,8,6,0,0,10,30,30,boxed|cov4|hp_repeat6|vstr2|hot2|dom_last|perm2|hidden3v|double_mirror|set_chain3|draw_chain7;boxed|cov2|hp_repeat5|hot2|perm2|hidden3v|double_mirror|set_chain3|draw_chain7,set_chain3|draw_chain7|col1x6|hot1x5|hot2x8|vstrx10|dblmirrorx30
Combined,448,34.0,72.5,31.5,3,4,0,False,12,5,2,0,0,2,22,22,boxed|cov4|hp_repeat4|vstr2|vstr3|hot1|dom_last|perm2|hidden3v|double_mirror|set_chain3;boxed|cov4|hp_repeat4|vstr2|vstr3|hot2|perm2|hidden3v|double_mirror|set_chain3|draw_chain4,set_chain3|draw_chain4|col1x2|hot1x12|hot2x5|vstrx2|dblmirrorx22
Combined,044,15.0,69.0,38.0,1,6,0,False,1,5,5,1,0,10,12,12,straight|cov4|vstr2|vstr3|cons_full|hot2|dom_last|cons_3v|hidden3v|double_mirror|vtrac_straight|draw_chain5;straight|cov1|hp_repeat4|hot2|hidden3v|double_mirror|vtrac_straight|draw_chain5,draw_chain6|col1x5|hot1x1|hot2x5|consensusx1|vstrx10|dblmirrorx12
Combined,244,31.0,63.0,35.0,1,5,0,False,2,4,4,0,0,10,13,13,straight|cov3|hp_repeat4|vstr2|vstr3|hot2|dom_last|hidden3v|double_mirror|vtrac_straight|draw_chain5;straight|cov3|hp_repeat3|vstr2|vstr3|hot2|dom_last|hidden3v|double_mirror|vtrac_straight|draw_chain5,draw_chain5|col1x4|hot1x2|hot2x4|vstrx10|dblmirrorx13
Combined,488,33.0,58.0,29.0,3,4,0,False,11,1,1,0,0,1,17,17,boxed|cov4|hp_repeat3|vstr2|vstr3|hot2|perm2|double_mirror|set_chain3|draw_chain4;boxed|cov4|hp_repeat3|vstr2|vstr3|hot1|perm2|double_mirror|set_chain3,set_chain3|draw_chain4|col1x1|hot1x11|hot2x1|vstrx1|dblmirrorx17
Combined,446,25.0,52.5,25.5,3,5,0,False,1,4,3,0,0,3,14,14,boxed|cov3|hp_repeat2|vstr2|hot2|perm2|hidden3v|double_mirror|set_chain3|draw_chain5;straight|cov1|hot2|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain5,set_chain3|draw_chain5|col1x3|hot1x1|hot2x4|vstrx3|dblmirrorx14
Combined,4488,34.0,50.0,29.5,3,4,0,False,11,1,1,0,0,1,0,17,boxed|cov4|hp_repeat3|vstr2|vstr3|hot1|dom_last|perm2|hidden3v|set_chain3;boxed|cov4|hp_repeat3|vstr2|vstr3|hot2|perm2|hidden3v|set_chain3|draw_chain4,set_chain3|draw_chain4|col1x1|hot1x11|hot2x1|vstrx1
Combined,445,15.0,46.5,23.5,3,4,0,False,7,0,0,0,0,0,20,20,boxed|cov3|hp_repeat4|vstr2|hot1|perm2|hidden3v|double_mirror|set_chain3|draw_chain4;boxed|cov3|hp_repeat3|vstr2|hot1|perm2|hidden3v|double_mirror|set_chain3|draw_chain4,set_chain3|draw_chain4|hot1x7|dblmirrorx20
Combined,344,34.0,44.0,20.5,3,5,1,False,2,1,2,0,0,5,15,15,boxed|cov3|hp_repeat4|vstr2|hot1|perm2|hidden3v|double_mirror|set_chain3;boxed|cov3|hp_repeat4|vstr2|perm2|hidden3v|double_mirror|set_chain3,set_chain3|draw_chain5|col1x2|hot1x2|hot2x1|vstrx5|dblmirrorx15
Combined,688,23.0,41.5,25.0,3,5,0,False,2,0,0,0,0,0,16,16,boxed|cov4|hp_repeat3|vstr2|hot1|perm2|double_mirror|set_chain3|draw_chain5;boxed|cov4|hp_repeat3|vstr2|perm2|double_mirror|set_chain3|draw_chain5,set_chain3|draw_chain5|hot1x2|dblmirrorx16
